id,length,aliphatic_index,ivywrel_fraction,gravy,charged_fraction,log_acidic_basic_ratio,aromatic_fraction
s1035_n581,581,102.56454388984511,0.5370051635111877,-0.7065404475043029,0.3493975903614458,0.10645533091428679,0.12048192771084337
s1036_n642,642,92.53894080996884,0.2507788161993769,-0.020093457943925308,0.015576323987538939,-0.146128035678238,0.017133956386292833
s1037_n682,682,113.65102639296185,0.42961876832844575,-0.5854838709677417,0.187683284457478,0.0,0.07478005865102638
s1038_n718,718,112.57660167130919,0.4568245125348189,-0.5824512534818943,0.2395543175487465,0.04997397496183854,0.06406685236768803
s1039_n794,794,94.76070528967253,0.49496221662468515,-0.7172544080604537,0.32997481108312343,0.2573210677785753,0.07556675062972291
s1040_n323,323,95.17027863777089,0.4055727554179567,-0.0030959752321982337,0.2198142414860681,0.1810546785872315,0.02476780185758514
s1041_n398,398,93.06532663316582,0.47738693467336685,-0.7007537688442212,0.35929648241206025,0.22664763249812508,0.07788944723618091
s1042_n440,440,89.04545454545453,0.5340909090909091,-0.6952272727272726,0.3909090909090909,0.6639743436307891,0.038636363636363635
s1043_n457,457,74.46389496717725,0.3304157549234136,-1.2529540481400436,0.13785557986870897,0.2615214543803076,0.048140043763676144
s1044_n534,534,89.250936329588,0.5262172284644195,-0.593071161048689,0.3389513108614232,0.08092190762392613,0.05056179775280899
s1045_n584,584,107.5,0.5462328767123288,-0.5039383561643835,0.375,-0.09072463607719831,0.003424657534246575
s1046_n640,640,96.046875,0.34218750000000003,0.28859375,0.1609375,0.282546589969968,0.0375
s1047_n672,672,93.80952380952381,0.5148809523809523,-0.5148809523809522,0.3303571428571428,0.18094376185009337,0.07142857142857142
s1048_n717,717,108.63319386331938,0.41283124128312415,-0.5370990237099025,0.1701534170153417,0.4053219622946373,0.03905160390516039
s1049_n750,750,79.36,0.62,-1.057466666666667,0.3973333333333333,0.06963592814139448,0.09333333333333332
s1050_n342,342,110.08771929824559,0.5233918128654971,-0.06315789473684219,0.2894736842105263,0.12995953798335075,0.02631578947368421
s1051_n364,364,112.99450549450549,0.7005494505494506,-0.7541208791208792,0.5054945054945055,0.49600659888003623,0.07692307692307693
s1052_n449,449,76.83741648106903,0.2650334075723831,0.07906458797327398,0.10690423162583519,0.6020599913279624,0.017817371937639197
s1053_n469,469,84.64818763326227,0.584221748400853,-0.7827292110874201,0.3880597014925373,0.8239087409443188,0.03624733475479744
s1054_n536,536,117.08955223880596,0.537313432835821,-0.6876865671641792,0.39365671641791045,0.053078443483419765,0.03917910447761194
s1055_n566,566,94.08127208480566,0.27385159010600707,0.42897526501766786,0.037102473498233215,0.6766936096248665,0.06537102473498232
s1056_n606,606,112.64026402640263,0.36468646864686466,-0.7392739273927394,0.024752475247524754,0.26324143477458145,0.08745874587458746
s1057_n697,697,116.1119081779053,0.41893830703012913,-0.4899569583931132,0.19799139167862267,0.01240925798181993,0.06743185078909612
s1058_n700,700,107.18571428571428,0.38857142857142857,-0.38742857142857134,0.26571428571428574,-0.38348895147284195,0.05857142857142857
s1059_n785,785,83.51592356687898,0.4191082802547771,-0.4357961783439491,0.2611464968152866,0.5687349279177704,0.03821656050955414
s1060_n305,305,76.62295081967214,0.4262295081967213,-0.5708196721311476,0.33114754098360655,0.11021547978759363,0.10819672131147541
s1061_n356,356,100.11235955056179,0.4382022471910112,-0.17415730337078666,0.25280898876404495,0.037788560889399754,0.03932584269662921
s1062_n411,411,92.50608272506082,0.5206812652068126,-0.48442822384428236,0.3236009732360098,0.1895379827829276,0.051094890510948905
s1063_n467,467,96.59528907922912,0.5417558886509637,-0.7955032119914348,0.37687366167023556,0.17812542896613442,0.08565310492505353
s1064_n533,533,65.36585365853658,0.3527204502814259,-0.5090056285178235,0.2232645403377111,-0.16713641640275478,0.005628517823639775
s1065_n590,590,137.66101694915253,0.506779661016949,-0.26525423728813546,0.22203389830508474,-0.09837970808883197,0.09830508474576272
s1066_n645,645,80.46511627906976,0.2496124031007752,-0.03705426356589159,0.013953488372093023,0.24303804868629444,0.034108527131782945
s1067_n657,657,56.940639269406375,0.1354642313546423,-0.4978691019786911,0.0,0.0,0.0
s1068_n742,742,56.18598382749327,0.11185983827493262,0.25970350404312675,0.0,0.0,0.11320754716981132
s1069_n752,752,108.49734042553192,0.36170212765957444,-0.7373670212765957,0.07446808510638298,0.24598242933307582,0.045212765957446804
s1070_n308,308,78.92857142857143,0.39285714285714285,-0.650974025974026,0.2597402597402597,0.3089989253352566,0.09090909090909091
s1071_n365,365,88.65753424657534,0.4356164383561643,-0.888767123287671,0.3178082191780822,0.17916049078335777,0.07945205479452055
s1072_n423,423,97.73049645390071,0.4255319148936171,-0.7446808510638299,0.22458628841607564,0.06279082985945553,0.08274231678486997
s1073_n471,471,107.8131634819533,0.5392781316348195,-0.6687898089171977,0.39490445859872614,0.1397994066501822,0.08280254777070063
s1074_n536,536,109.64552238805969,0.5914179104477612,-0.45130597014925355,0.39365671641791045,-0.06947176466111685,0.009328358208955223
s1075_n590,590,78.0,0.3932203389830508,-0.4593220338983049,0.3169491525423729,1.0050795255292748,0.020338983050847456
s1076_n628,628,106.49681528662418,0.7468152866242038,-0.6495222929936308,0.47770700636942676,0.8038566506185455,0.04777070063694268
s1077_n650,650,100.6,0.5953846153846154,-0.5946153846153845,0.3538461538461538,-0.022468517909111058,0.04307692307692308
s1078_n709,709,119.44992947813824,0.5373765867418899,-0.42045133991537387,0.3229901269393512,0.06403790747702548,0.11142454160789844
s1079_n772,772,119.63730569948186,0.4339378238341969,-0.553756476683938,0.2603626943005181,-0.13368741050259397,0.06217616580310881
s1080_n328,328,84.54268292682927,0.375,-0.11676829268292671,0.25,0.08297423506476392,0.039634146341463415
s1081_n377,377,89.44297082228117,0.35278514588859416,-0.0795755968169759,0.09283819628647215,0.4313637641589874,0.07692307692307693
s1082_n437,437,60.91533180778031,0.24713958810068648,-0.05102974828375295,0.16247139588100687,0.7993405494535817,0.05720823798627002
s1083_n450,450,109.04444444444445,0.45111111111111113,-0.4740000000000001,0.24666666666666667,0.38457604711405613,0.015555555555555555
s1084_n510,510,66.47058823529412,0.30980392156862746,-0.5266666666666666,0.1803921568627451,0.4895305127014824,0.050980392156862744
s1085_n564,564,10.460992907801419,0.06382978723404255,-0.7558510638297871,0.031914893617021274,1.2787536009528289,0.09929078014184398
s1086_n600,600,80.28333333333333,0.1733333333333333,0.5688333333333333,0.0033333333333333335,0.0,0.0
s1087_n652,652,101.7791411042945,0.36503067484662577,-0.6136503067484662,0.2177914110429448,-0.04830467957455503,0.05368098159509202
s1088_n735,735,57.51020408163265,0.14693877551020407,-0.23768707482993195,0.06802721088435373,0.13469857389745615,0.024489795918367346
s1089_n778,778,74.34447300771208,0.20179948586118251,-0.4051413881748073,0.0038560411311053984,0.17609125905568124,0.0012853470437017994
s1090_n333,333,101.95195195195194,0.48948948948948945,-0.26876876876876893,0.30930930930930933,-0.2643071886392413,0.015015015015015015
s1091_n397,397,100.68010075566751,0.3904282115869017,-0.782367758186398,0.2846347607052897,-0.3952999125058292,0.07052896725440806
s1092_n442,442,105.42986425339367,0.5226244343891402,-0.5558823529411765,0.3393665158371041,0.1856365769619116,0.11538461538461539
s1093_n486,486,98.8477366255144,0.5246913580246914,-0.6954732510288065,0.38065843621399176,0.12629379069326602,0.10905349794238683
s1094_n524,524,62.44274809160305,0.20419847328244276,-0.7666030534351146,0.03435114503816794,0.17609125905568124,0.05916030534351145
s1095_n592,592,113.1081081081081,0.46790540540540543,-0.723310810810811,0.2516891891891892,0.20505495499099796,0.04054054054054054
s1096_n618,618,86.84466019417476,0.32038834951456313,-0.681877022653722,0.13592233009708737,0.12199435596151867,0.05016181229773463
s1097_n677,677,82.7178729689808,0.4446085672082718,-1.0180206794682425,0.3338257016248154,0.15397694476510895,0.0014771048744460858
s1098_n708,708,103.1638418079096,0.5098870056497175,-0.12231638418079088,0.28672316384180796,0.19382002601611276,0.015536723163841809
s1099_n768,768,107.2265625,0.6223958333333334,-0.5838541666666668,0.4127604166666667,-0.04087288320281075,0.005208333333333333
s1100_n339,339,122.53687315634218,0.39823008849557523,-0.5106194690265488,0.1327433628318584,-0.01848340569401313,0.0471976401179941
s1101_n380,380,84.18421052631578,0.2026315789473684,0.7147368421052631,0.05,0.3010299956639812,0.031578947368421054
s1102_n449,449,99.44320712694876,0.5367483296213809,-0.8115812917594653,0.38084632516703787,0.10595814198545353,0.12249443207126949
s1103_n486,486,110.51440329218107,0.5164609053497943,-0.5121399176954732,0.37860082304526754,0.04674340354232619,0.09465020576131687
s1104_n506,506,120.23715415019763,0.6205533596837944,-0.593675889328063,0.43675889328063244,0.21046016068694373,0.07114624505928854
s1105_n599,599,46.410684474123535,0.14858096828046743,-0.590651085141903,0.0,0.0,0.060100166944908176
s1106_n616,616,100.27597402597404,0.6379870129870129,-0.7995129870129872,0.4253246753246753,0.12589850380974973,0.024350649350649352
s1107_n694,694,42.34870317002881,0.17723342939481268,-0.41729106628242085,0.07348703170028818,1.7160033436347992,0.13544668587896252
s1108_n746,746,106.26005361930295,0.41018766756032177,-0.5128686327077749,0.10455764075067024,0.5371191843949478,0.0482573726541555
s1109_n775,775,78.5290322580645,0.23225806451612901,-0.5916129032258064,0.01032258064516129,0.36797678529459443,0.03225806451612903
s1110_n318,318,103.61635220125787,0.5691823899371069,-0.6440251572327045,0.4088050314465409,0.3010299956639812,0.07232704402515723
s1111_n360,360,109.94444444444443,0.48888888888888893,-0.5138888888888886,0.37222222222222223,0.03834499207621967,0.05555555555555555
s1112_n415,415,87.13253012048192,0.46746987951807234,-0.9633734939759033,0.2963855421686747,0.20524948779689461,0.10602409638554217
s1113_n464,464,91.85344827586206,0.4913793103448276,-0.7672413793103446,0.3254310344827586,0.13156931550731307,0.08189655172413793
s1114_n507,507,70.11834319526626,0.3234714003944773,-0.5420118343195267,0.14201183431952663,0.4616090885414148,0.07495069033530573
s1115_n591,591,97.36040609137055,0.494077834179357,-0.4126903553299492,0.29949238578680204,0.21281406608042103,0.027072758037225045
s1116_n602,602,104.28571428571429,0.5382059800664452,-0.5745847176079735,0.31561461794019935,0.3319414606449972,0.03488372093023256
s1117_n659,659,110.34901365705613,0.3869499241274658,-0.7361153262518967,0.13353566009104706,0.32293183711181095,0.016691957511380882
s1118_n721,721,117.25381414701803,0.5325936199722607,-0.560332871012483,0.3411927877947295,0.1413291527964693,0.0915395284327323
s1119_n759,759,108.12911725955203,0.5797101449275363,-0.4386034255599472,0.3596837944664032,0.3346385966450614,0.05138339920948616
s1120_n312,312,98.52564102564101,0.4551282051282052,0.005448717948717929,0.25,0.04346569378109026,0.038461538461538464
s1121_n361,361,102.88088642659278,0.4986149584487535,-0.5094182825484763,0.3490304709141274,0.027152246043614773,0.12188365650969529
s1122_n429,429,108.6713286713287,0.3216783216783217,-0.38717948717948725,0.17482517482517484,0.17139613784730132,0.0
s1123_n482,482,70.10373443983401,0.27593360995850624,-0.5410788381742737,0.0954356846473029,-0.2609127724559988,0.06016597510373444
s1124_n523,523,94.68451242829828,0.5411089866156787,-0.8946462715105163,0.2982791586998088,0.1898795435413146,0.0841300191204589
s1125_n575,575,72.01739130434783,0.39478260869565207,-0.9864347826086957,0.24521739130434783,0.2430380486862944,0.10608695652173913
s1126_n603,603,69.66832504145937,0.3167495854063018,-0.04941956882255394,0.03814262023217247,0.7201593034059569,0.1111111111111111
s1127_n691,691,108.79884225759768,0.48769898697539793,-0.3853835021707668,0.31693198263386396,0.16302878621643938,0.059334298118668596
s1128_n706,706,79.3201133144476,0.5354107648725213,-0.8124645892351273,0.36968838526912184,0.3515863691064251,0.056657223796033995
s1129_n759,759,113.53096179183136,0.4980237154150197,-0.5122529644268774,0.3491436100131752,-0.0032531573977217978,0.09881422924901186
s1130_n323,323,100.52631578947367,0.47987616099071206,-0.3585139318885451,0.3498452012383901,0.06811581989746482,0.09597523219814241
s1131_n399,399,95.26315789473684,0.47619047619047616,-0.6213032581453635,0.3634085213032581,0.1009004957408611,0.08771929824561403
s1132_n417,417,86.30695443645084,0.3429256594724221,-0.11366906474820138,0.09832134292565947,0.5772364076029304,0.0815347721822542
s1133_n469,469,62.857142857142854,0.3816631130063966,-0.7240938166311301,0.2942430703624733,0.33881855655338106,0.11300639658848614
s1134_n513,513,90.54580896686159,0.6179337231968811,-0.8576998050682261,0.4093567251461988,0.06567877564397773,0.021442495126705652
s1135_n572,572,94.94755244755244,0.472027972027972,-0.34965034965034963,0.28846153846153844,0.21769278984519858,0.050699300699300696
s1136_n642,642,76.54205607476635,0.29127725856697817,0.15140186915887835,0.13239875389408098,1.9344984512435677,0.056074766355140186
s1137_n663,663,75.58069381598793,0.39819004524886875,-1.114781297134238,0.2443438914027149,0.031791834423851285,0.11161387631975868
s1138_n735,735,94.6938775510204,0.3891156462585034,-0.6087074829931971,0.21904761904761905,0.09091964931886899,0.058503401360544216
s1139_n766,766,51.71018276762401,0.13315926892950394,-0.27167101827676227,0.005221932114882507,0.6989700043360189,0.07180156657963446
s1140_n316,316,83.73417721518987,0.35443037974683544,-0.3164556962025318,0.1740506329113924,0.20164536352806933,0.09177215189873417
s1141_n381,381,73.01837270341207,0.36745406824146987,-0.5091863517060365,0.28083989501312334,0.007968929671275184,0.11811023622047244
s1142_n401,401,93.16708229426433,0.5710723192019951,-0.5531172069825435,0.3491271820448878,0.0735773685296263,0.06982543640897755
s1143_n471,471,78.00424628450105,0.2038216560509554,-0.6853503184713378,0.019108280254777073,0.24303804868629444,0.0
s1144_n521,521,72.30326295585412,0.3570057581573896,-0.3798464491362762,0.30710172744721687,0.7185655603993996,0.02495201535508637
s1145_n553,553,90.36166365280289,0.5334538878842676,-0.621880650994575,0.3128390596745027,-0.18645677452751494,0.06871609403254973
s1146_n635,635,94.11023622047246,0.3070866141732283,0.1344881889763781,0.048818897637795275,0.3010299956639812,0.06614173228346457
s1147_n654,654,105.68807339449542,0.48776758409785936,-0.728593272171254,0.2981651376146789,0.39025318000574666,0.022935779816513763
s1148_n737,737,96.75712347354138,0.603799185888738,-0.5601085481682495,0.44369063772048845,0.5297724532282381,0.005427408412483039
s1149_n753,753,80.94289508632139,0.28950863213811423,0.5128818061088977,0.07038512616201859,1.7323937598229686,0.07702523240371846
s1150_n328,328,108.78048780487805,0.4878048780487805,-0.636280487804878,0.36585365853658536,0.11457322113646626,0.08536585365853658
s1151_n385,385,99.48051948051948,0.2727272727272727,-1.0303896103896102,0.04415584415584416,0.04575749056067514,0.012987012987012988
s1152_n434,434,110.52995391705069,0.4308755760368664,-0.5006912442396312,0.22350230414746544,-0.043905485699081585,0.12903225806451613
s1153_n495,495,113.83838383838383,0.4707070707070708,-0.5129292929292931,0.12727272727272726,0.9183299535486804,0.08686868686868687
s1154_n521,521,49.1362763915547,0.26103646833013433,-0.4562380038387716,0.10364683301343569,1.0086001717619175,0.11516314779270634
s1155_n570,570,56.280701754385966,0.14385964912280702,-0.5371929824561402,0.0,0.0,0.0017543859649122807
s1156_n628,628,113.63057324840764,0.3375796178343949,-0.34378980891719757,0.12579617834394904,0.14061894089346233,0.014331210191082803
s1157_n675,675,55.718518518518515,0.16444444444444445,-0.18207407407407405,0.15703703703703706,2.0293837776852097,0.01925925925925926
s1158_n712,712,99.59269662921348,0.5140449438202247,-0.4304775280898876,0.35252808988764045,0.06535304662405582,0.021067415730337078
s1159_n762,762,72.82152230971128,0.5787401574803149,-0.7779527559055119,0.4251968503937008,0.77350634533788,0.047244094488188976
s1160_n317,317,97.85488958990535,0.5331230283911672,-0.27413249211356494,0.31545741324921134,-0.06826483155852635,0.03785488958990536
s1161_n384,384,71.90104166666667,0.45833333333333337,-0.7718749999999999,0.26822916666666663,-0.057991946977686754,0.05989583333333333
s1162_n449,449,104.94432071269486,0.5478841870824053,-0.3483296213808467,0.34521158129175944,0.07208642928302429,0.035634743875278395
s1163_n494,494,102.83400809716599,0.4149797570850203,-0.7259109311740891,0.2449392712550607,-0.07788677569462592,0.08906882591093118
s1164_n509,509,99.66601178781924,0.5540275049115914,-0.4616895874263261,0.36935166994106094,0.11030568530913576,0.011787819253438112
s1165_n596,596,90.70469798657719,0.5016778523489932,-0.4006711409395975,0.30033557046979864,0.3264771178764606,0.06879194630872483
s1166_n624,624,72.48397435897435,0.38942307692307687,-0.652724358974359,0.23717948717948717,0.6989700043360189,0.024038461538461536
s1167_n659,659,96.52503793626708,0.6054628224582701,-0.6799696509863428,0.40667678300455234,-0.05799194697768681,0.015174506828528073
s1168_n722,722,69.80609418282549,0.5138504155124655,-1.079362880886427,0.32825484764542934,-0.5041965323125833,0.03739612188365651
s1169_n797,797,71.99498117942284,0.23713927227101633,-0.7362609786700125,0.018820577164366373,-0.05115252244738126,0.03513174404015056
s1170_n316,316,104.71518987341773,0.5632911392405063,-0.2645569620253165,0.3291139240506329,0.20012949992312004,0.03164556962025317
s1171_n383,383,91.48825065274151,0.5926892950391645,-0.6994778067885115,0.3368146214099217,0.3414586527195894,0.05744125326370757
s1172_n443,443,108.96162528216703,0.5485327313769751,-0.49887133182844234,0.38826185101580135,0.13076828026902387,0.11512415349887134
s1173_n487,487,78.37782340862424,0.2628336755646817,-0.7921971252566736,0.07802874743326488,-0.1760912590556813,0.07597535934291581
s1174_n509,509,97.15127701375246,0.5225933202357563,-0.5850687622789784,0.23968565815324167,0.2905645619858162,0.10216110019646366
s1175_n571,571,84.5183887915937,0.4711033274956217,-0.5549912434325746,0.3274956217162872,0.08761441358448765,0.0788091068301226
s1176_n622,622,78.64951768488746,0.23472668810289388,0.5435691318327973,0.05627009646302251,0.3187587626244127,0.04019292604501608
s1177_n680,680,83.55882352941177,0.5352941176470588,-0.8233823529411763,0.3647058823529412,0.22741670385529858,0.09558823529411764
s1178_n731,731,65.95075239398085,0.17510259917920656,-0.047879616963064364,0.02051983584131327,0.6690067809585756,0.009575923392612859
s1179_n776,776,70.64432989690721,0.2061855670103093,0.1594072164948454,0.06701030927835051,0.09691001300805649,0.019329896907216496
s1180_n308,308,90.51948051948051,0.48051948051948057,-0.7428571428571431,0.3246753246753247,0.4885507165004443,0.048701298701298704
s1181_n382,382,68.14136125654451,0.40314136125654454,-1.2939790575916228,0.20418848167539266,0.08715017571890013,0.10471204188481675
s1182_n420,420,86.69047619047619,0.3119047619047619,-0.7559523809523809,0.04523809523809524,0.3010299956639812,0.0880952380952381
s1183_n489,489,87.6482617586912,0.5705521472392638,-0.7858895705521473,0.37423312883435583,0.0705810742857072,0.05521472392638037
s1184_n533,533,132.7016885553471,0.5309568480300187,-0.23621013133208252,0.2964352720450282,0.06526673151259149,0.06941838649155722
s1185_n556,556,56.8705035971223,0.26978417266187055,-0.73794964028777,0.14028776978417268,1.591064607026499,0.07014388489208634
s1186_n616,616,109.20454545454544,0.7288961038961039,-0.7939935064935064,0.474025974025974,0.7316938491446423,0.08279220779220779
s1187_n693,693,75.23809523809524,0.20923520923520925,-0.0011544011544012966,0.13275613275613277,1.0944212126043618,0.0404040404040404
s1188_n746,746,106.59517426273457,0.5361930294906166,-0.510857908847185,0.28284182305630023,0.8024198251105804,0.040214477211796246
s1189_n785,785,81.60509554140127,0.513375796178344,-0.9114649681528664,0.3095541401273885,-0.11049530871602686,0.035668789808917196
s1190_n304,304,104.11184210526316,0.4638157894736842,0.06414473684210509,0.2861842105263158,0.20888377245198872,0.006578947368421052
s1191_n367,367,83.8692098092643,0.6621253405994552,-0.9523160762942782,0.4713896457765667,0.5424743013437182,0.0762942779291553
s1192_n438,438,118.03652968036529,0.5547945205479452,-0.5326484018264839,0.4018264840182648,0.1883257154726929,0.04794520547945205
s1193_n470,470,79.8723404255319,0.41702127659574467,-0.42617021276595735,0.2702127659574468,0.1426675035687316,0.1021276595744681
s1194_n501,501,120.05988023952096,0.5469061876247505,-0.4207584830339319,0.3413173652694611,0.10595814198545361,0.11776447105788423
s1195_n563,563,104.08525754884546,0.3996447602131439,-0.4657193605683837,0.20603907637655416,0.11850462660288999,0.0497335701598579
s1196_n607,607,114.13509060955518,0.4085667215815486,-0.5978583196046128,0.14662273476112025,0.22439593863023627,0.03789126853377266
s1197_n673,673,114.68053491827636,0.38930163447251115,-0.6095096582466569,0.13967310549777118,0.109144469425068,0.03417533432392274
s1198_n745,745,103.99999999999999,0.5328859060402684,-0.4455033557046982,0.32885906040268453,0.2190377722825279,0.06442953020134227
s1199_n772,772,82.46113989637306,0.29922279792746115,0.019170984455958467,0.10362694300518135,1.1026623418971477,0.08419689119170984
s1200_n334,334,93.7125748502994,0.5089820359281437,-0.9637724550898206,0.38323353293413176,0.16221485557169285,0.08982035928143713
s1201_n355,355,105.97183098591549,0.47605633802816905,-0.6769014084507046,0.35774647887323946,0.006733382658968403,0.08732394366197183
s1202_n402,402,113.2587064676617,0.33333333333333337,-0.3134328358208955,0.12437810945273632,0.27620641193894907,0.0
s1203_n478,478,118.91213389121337,0.5083682008368201,-0.4364016736401676,0.31799163179916323,0.15970084286751188,0.0502092050209205
s1204_n500,500,93.66,0.38,-0.7048000000000002,0.22999999999999998,-0.022276394711152205,0.054
s1205_n560,560,93.875,0.4357142857142857,-0.7885714285714285,0.25,0.13566260200007313,0.07321428571428572
s1206_n627,627,128.755980861244,0.3317384370015949,-0.7515151515151518,0.4832535885167464,-1.0492180226701817,0.006379585326953748
s1207_n669,669,109.29745889387146,0.3587443946188341,-0.34932735426008976,0.12556053811659193,0.2710667722865379,0.025411061285500747
s1208_n706,706,88.69688385269122,0.2592067988668555,-0.7212464589235128,0.0708215297450425,0.8846065812979305,0.042492917847025496
s1209_n790,790,87.9240506329114,0.2329113924050633,0.41253164556962035,0.0,0.0,0.013924050632911392
s1210_n336,336,99.82142857142856,0.47023809523809523,-0.20863095238095236,0.2976190476190476,0.03407978957227542,0.026785714285714284
s1211_n395,395,57.31645569620254,0.22531645569620254,-0.4255696202531646,0.05822784810126582,0.034762106259212,0.09620253164556963
s1212_n423,423,102.74231678486998,0.657210401891253,-0.7999999999999999,0.40661938534278963,0.03996329994501973,0.0425531914893617
s1213_n466,466,89.99999999999999,0.4892703862660944,-0.43948497854077284,0.3776824034334764,0.2507248773525854,0.06008583690987125
s1214_n530,530,77.43396226415094,0.4754716981132075,-0.8939622641509437,0.3,0.3214231543058244,0.09056603773584905
s1215_n557,557,69.6229802513465,0.473967684021544,-1.0014362657091567,0.38240574506283664,-0.36317790241282566,0.05206463195691203
s1216_n602,602,123.25581395348837,0.5780730897009967,-0.5222591362126248,0.37209302325581395,0.17129237617391252,0.08471760797342193
s1217_n682,682,83.475073313783,0.24780058651026396,-0.6696480938416423,0.06451612903225806,0.6766936096248665,0.05718475073313783
s1218_n721,721,79.375866851595,0.45631067961165045,-0.9198335644937587,0.2565880721220527,0.437750562820388,0.08599167822468794
s1219_n762,762,94.44881889763779,0.46456692913385833,-0.8031496062992124,0.20734908136482938,0.26884531229258,0.09973753280839896
s1220_n336,336,113.33333333333333,0.5744047619047619,-0.4235119047619047,0.3630952380952381,0.21439286723676448,0.03273809523809523
s1221_n394,394,111.5989847715736,0.4949238578680204,-0.5137055837563449,0.3451776649746193,0.07572071393811834,0.08629441624365482
s1222_n414,414,79.78260869565219,0.536231884057971,-0.7760869565217393,0.3381642512077295,-0.024473769383200637,0.07004830917874395
s1223_n458,458,78.8646288209607,0.25545851528384284,0.03799126637554595,0.14410480349344978,0.44369749923271273,0.03930131004366812
